cityCode;cityName;cityNameNoAccents
2507101;Itapororoca;Itapororoca
2507200;Itatuba;Itatuba
2507309;Jacaraú;Jacarau
2507408;Jericó;Jerico
2507507;João Pessoa;Joao Pessoa
2513653;Joca Claudino;Joca Claudino
2507606;Juarez Távora;Juarez Tavora
2507705;Juazeirinho;Juazeirinho
2507804;Junco do Seridó;Junco do Serido
2507903;Juripiranga;Juripiranga
2508000;Juru;Juru
2508109;Lagoa;Lagoa
2508208;Lagoa de Dentro;Lagoa de Dentro
2508307;Lagoa Seca;Lagoa Seca
2508406;Lastro;Lastro
2508505;Livramento;Livramento
2508554;Logradouro;Logradouro
2508604;Lucena;Lucena
2508703;Mãe d'Água;Mae d'Agua
2508802;Malta;Malta
2508901;Mamanguape;Mamanguape
2509008;Manaíra;Manaira
2509057;Marcação;Marcacao
2509107;Mari;Mari
2509156;Marizópolis;Marizopolis
2509206;Massaranduba;Massaranduba
2509305;Mataraca;Mataraca
2509339;Matinhas;Matinhas
2509370;Mato Grosso;Mato Grosso
2509396;Maturéia;Matureia
2509404;Mogeiro;Mogeiro
2509503;Montadas;Montadas
2509602;Monte Horebe;Monte Horebe
2509701;Monteiro;Monteiro
2509800;Mulungu;Mulungu
2509909;Natuba;Natuba
2510006;Nazarezinho;Nazarezinho
2510105;Nova Floresta;Nova Floresta
2510204;Nova Olinda;Nova Olinda
2510303;Nova Palmeira;Nova Palmeira
2510402;Olho d'Água;Olho d'Agua
2510501;Olivedos;Olivedos
2510600;Ouro Velho;Ouro Velho
2510659;Parari;Parari
2510709;Passagem;Passagem
2510808;Patos;Patos
2510907;Paulista;Paulista
2511004;Pedra Branca;Pedra Branca
2511103;Pedra Lavrada;Pedra Lavrada
2511202;Pedras de Fogo;Pedras de Fogo
2512721;Pedro Régis;Pedro Regis
2511301;Piancó;Pianco
2511400;Picuí;Picui
2511509;Pilar;Pilar
2511608;Pilões;Piloes
2511707;Pilõezinhos;Piloezinhos
2511806;Pirpirituba;Pirpirituba
2511905;Pitimbu;Pitimbu
2512002;Pocinhos;Pocinhos
2512036;Poço Dantas;Poco Dantas
2512077;Poço de José de Moura;Poco de Jose de Moura
2512101;Pombal;Pombal
2512200;Prata;Prata
2512309;Princesa Isabel;Princesa Isabel
2512408;Puxinanã;Puxinana
2512507;Queimadas;Queimadas
2512606;Quixaba;Quixaba
2512705;Remígio;Remigio
2512747;Riachão;Riachao
2512754;Riachão do Bacamarte;Riachao do Bacamarte
2512762;Riachão do Poço;Riachao do Poco
2512788;Riacho de Santo Antônio;Riacho de Santo Antonio
2512804;Riacho dos Cavalos;Riacho dos Cavalos
2512903;Rio Tinto;Rio Tinto
2513000;Salgadinho;Salgadinho
2513109;Salgado de São Félix;Salgado de Sao Felix
2513158;Santa Cecília;Santa Cecilia
2513208;Santa Cruz;Santa Cruz
2513307;Santa Helena;Santa Helena
2513356;Santa Inês;Santa Ines
2513406;Santa Luzia;Santa Luzia
2513703;Santa Rita;Santa Rita
2513802;Santa Teresinha;Santa Teresinha
2513505;Santana de Mangueira;Santana de Mangueira
2513604;Santana dos Garrotes;Santana dos Garrotes
2513851;Santo André;Santo Andre
2513927;São Bentinho;Sao Bentinho
2513901;São Bento;Sao Bento
2513968;São Domingos;Sao Domingos
2513943;São Domingos do Cariri;Sao Domingos do Cariri
2513984;São Francisco;Sao Francisco
2514008;São João do Cariri;Sao Joao do Cariri
2500700;São João do Rio do Peixe;Sao Joao do Rio do Peixe
2514107;São João do Tigre;Sao Joao do Tigre
2514206;São José da Lagoa Tapada;Sao Jose da Lagoa Tapada
2514305;São José de Caiana;Sao Jose de Caiana
2514404;São José de Espinharas;Sao Jose de Espinharas
2514503;São José de Piranhas;Sao Jose de Piranhas
2514552;São José de Princesa;Sao Jose de Princesa
2514602;São José do Bonfim;Sao Jose do Bonfim
2514651;São José do Brejo do Cruz;Sao Jose do Brejo do Cruz
2514701;São José do Sabugi;Sao Jose do Sabugi
2514800;São José dos Cordeiros;Sao Jose dos Cordeiros
2514453;São José dos Ramos;Sao Jose dos Ramos
2514909;São Mamede;Sao Mamede
2515005;São Miguel de Taipu;Sao Miguel de Taipu
2515104;São Sebastião de Lagoa de Roça;Sao Sebastiao de Lagoa de Roca
2515203;São Sebastião do Umbuzeiro;Sao Sebastiao do Umbuzeiro
2515401;São Vicente do Seridó;Sao Vicente do Serido
2515302;Sapé;Sape
2515500;Serra Branca;Serra Branca
2515609;Serra da Raiz;Serra da Raiz
2515708;Serra Grande;Serra Grande
2515807;Serra Redonda;Serra Redonda
2515906;Serraria;Serraria
2515930;Sertãozinho;Sertaozinho
2515971;Sobrado;Sobrado
2516003;Solânea;Solanea
2516102;Soledade;Soledade
2516151;Sossêgo;Sossego
2516201;Sousa;Sousa
2516300;Sumé;Sume
2516409;Tacima;Tacima
2516508;Taperoá;Taperoa
2516607;Tavares;Tavares
2516706;Teixeira;Teixeira
2516755;Tenório;Tenorio
2516805;Triunfo;Triunfo
2516904;Uiraúna;Uirauna
2517001;Umbuzeiro;Umbuzeiro
2517100;Várzea;Varzea
2517209;Vieirópolis;Vieiropolis
2505501;Vista Serrana;Vista Serrana
2517407;Zabelê;Zabele
2600054;Abreu e Lima;Abreu e Lima
2600104;Afogados da Ingazeira;Afogados da Ingazeira
2600203;Afrânio;Afranio
2600302;Agrestina;Agrestina
2600401;Água Preta;Agua Preta
2600500;Águas Belas;Aguas Belas
2600609;Alagoinha;Alagoinha
2600708;Aliança;Alianca
2600807;Altinho;Altinho
2600906;Amaraji;Amaraji
2601003;Angelim;Angelim
2601052;Araçoiaba;Aracoiaba
2601102;Araripina;Araripina
2601201;Arcoverde;Arcoverde
2601300;Barra de Guabiraba;Barra de Guabiraba
2601409;Barreiros;Barreiros
2601508;Belém de Maria;Belem de Maria
2601607;Belém do São Francisco;Belem do Sao Francisco
2601706;Belo Jardim;Belo Jardim
2601805;Betânia;Betania
2601904;Bezerros;Bezerros
2602001;Bodocó;Bodoco
2602100;Bom Conselho;Bom Conselho
2602209;Bom Jardim;Bom Jardim
2602308;Bonito;Bonito
2602407;Brejão;Brejao
2602506;Brejinho;Brejinho
2602605;Brejo da Madre de Deus;Brejo da Madre de Deus
2602704;Buenos Aires;Buenos Aires
2602803;Buíque;Buique
2602902;Cabo de Santo Agostinho;Cabo de Santo Agostinho
2603009;Cabrobó;Cabrobo
2603108;Cachoeirinha;Cachoeirinha
2603207;Caetés;Caetes
2603306;Calçado;Calcado
2603405;Calumbi;Calumbi
2603454;Camaragibe;Camaragibe
2603504;Camocim de São Félix;Camocim de Sao Felix
2603603;Camutanga;Camutanga
2603702;Canhotinho;Canhotinho
2603801;Capoeiras;Capoeiras
2603900;Carnaíba;Carnaiba
2603926;Carnaubeira da Penha;Carnaubeira da Penha
2604007;Carpina;Carpina
2604106;Caruaru;Caruaru
2604155;Casinhas;Casinhas
2604205;Catende;Catende
2604304;Cedro;Cedro
2604403;Chã de Alegria;Cha de Alegria
2604502;Chã Grande;Cha Grande
2604601;Condado;Condado
2604700;Correntes;Correntes
2604809;Cortês;Cortes
2604908;Cumaru;Cumaru
2605004;Cupira;Cupira
2605103;Custódia;Custodia
2605152;Dormentes;Dormentes
2605202;Escada;Escada
2605301;Exu;Exu
2605400;Feira Nova;Feira Nova
2605459;Fernando de Noronha;Fernando de Noronha
2605509;Ferreiros;Ferreiros
2605608;Flores;Flores
2605707;Floresta;Floresta
2605806;Frei Miguelinho;Frei Miguelinho
2605905;Gameleira;Gameleira
2606002;Garanhuns;Garanhuns
2606101;Glória do Goitá;Gloria do Goita
2606200;Goiana;Goiana
2606309;Granito;Granito
2606408;Gravatá;Gravata
2606507;Iati;Iati
2606606;Ibimirim;Ibimirim
2606705;Ibirajuba;Ibirajuba
2606804;Igarassu;Igarassu
2606903;Iguaracy;Iguaracy
2607604;Ilha de Itamaracá;Ilha de Itamaraca
2607000;Inajá;Inaja
2607109;Ingazeira;Ingazeira
2607208;Ipojuca;Ipojuca
2607307;Ipubi;Ipubi
2607406;Itacuruba;Itacuruba
2607505;Itaíba;Itaiba
2607653;Itambé;Itambe
2607703;Itapetim;Itapetim
2607752;Itapissuma;Itapissuma
2607802;Itaquitinga;Itaquitinga
2607901;Jaboatão dos Guararapes;Jaboatao dos Guararapes
2607950;Jaqueira;Jaqueira
2608008;Jataúba;Jatauba
2608057;Jatobá;Jatoba
2608107;João Alfredo;Joao Alfredo
2608206;Joaquim Nabuco;Joaquim Nabuco
2608255;Jucati;Jucati
2608305;Jupi;Jupi
2608404;Jurema;Jurema
2608503;Lagoa de Itaenga;Lagoa de Itaenga
2608453;Lagoa do Carro;Lagoa do Carro
2608602;Lagoa do Ouro;Lagoa do Ouro
2608701;Lagoa dos Gatos;Lagoa dos Gatos
2608750;Lagoa Grande;Lagoa Grande
2608800;Lajedo;Lajedo
2608909;Limoeiro;Limoeiro
2609006;Macaparana;Macaparana
2609105;Machados;Machados
2609154;Manari;Manari
2609204;Maraial;Maraial
2609303;Mirandiba;Mirandiba
2614303;Moreilândia;Moreilandia
2609402;Moreno;Moreno
2609501;Nazaré da Mata;Nazare da Mata
2609600;Olinda;Olinda
2609709;Orobó;Orobo
2609808;Orocó;Oroco
2609907;Ouricuri;Ouricuri
2610004;Palmares;Palmares
2610103;Palmeirina;Palmeirina
2610202;Panelas;Panelas
2610301;Paranatama;Paranatama
2610400;Parnamirim;Parnamirim
2610509;Passira;Passira
2610608;Paudalho;Paudalho
2610707;Paulista;Paulista
2610806;Pedra;Pedra
2610905;Pesqueira;Pesqueira
2611002;Petrolândia;Petrolandia
2611101;Petrolina;Petrolina
2611200;Poção;Pocao
2611309;Pombos;Pombos
2611408;Primavera;Primavera
2611507;Quipapá;Quipapa
2611533;Quixaba;Quixaba
2611606;Recife;Recife
2611705;Riacho das Almas;Riacho das Almas
2611804;Ribeirão;Ribeirao
2611903;Rio Formoso;Rio Formoso
2612000;Sairé;Saire
2612109;Salgadinho;Salgadinho
2612208;Salgueiro;Salgueiro
2612307;Saloá;Saloa
2612406;Sanharó;Sanharo
2612455;Santa Cruz;Santa Cruz
2612471;Santa Cruz da Baixa Verde;Santa Cruz da Baixa Verde
2612505;Santa Cruz do Capibaribe;Santa Cruz do Capibaribe
2612554;Santa Filomena;Santa Filomena
2612604;Santa Maria da Boa Vista;Santa Maria da Boa Vista
2612703;Santa Maria do Cambucá;Santa Maria do Cambuca
2612802;Santa Terezinha;Santa Terezinha
2612901;São Benedito do Sul;Sao Benedito do Sul
2613008;São Bento do Una;Sao Bento do Una
2613107;São Caitano;Sao Caitano
2613206;São João;Sao Joao
2613305;São Joaquim do Monte;Sao Joaquim do Monte
2613404;São José da Coroa Grande;Sao Jose da Coroa Grande
2613503;São José do Belmonte;Sao Jose do Belmonte
2613602;São José do Egito;Sao Jose do Egito
2613701;São Lourenço da Mata;Sao Lourenco da Mata
2613800;São Vicente Férrer;Sao Vicente Ferrer
2613909;Serra Talhada;Serra Talhada
2614006;Serrita;Serrita
2614105;Sertânia;Sertania
2614204;Sirinhaém;Sirinhaem
2614402;Solidão;Solidao
2614501;Surubim;Surubim
2614600;Tabira;Tabira
2614709;Tacaimbó;Tacaimbo
2614808;Tacaratu;Tacaratu
2614857;Tamandaré;Tamandare
2615003;Taquaritinga do Norte;Taquaritinga do Norte
2615102;Terezinha;Terezinha
2615201;Terra Nova;Terra Nova
2615300;Timbaúba;Timbauba
2615409;Toritama;Toritama
2615508;Tracunhaém;Tracunhaem
2615607;Trindade;Trindade
2615706;Triunfo;Triunfo
2615805;Tupanatinga;Tupanatinga
2615904;Tuparetama;Tuparetama
2616001;Venturosa;Venturosa
2616100;Verdejante;Verdejante
2616183;Vertente do Lério;Vertente do Lerio
2616209;Vertentes;Vertentes
2616308;Vicência;Vicencia
2616407;Vitória de Santo Antão;Vitoria de Santo Antao
2616506;Xexéu;Xexeu
2700102;Água Branca;Agua Branca
2700201;Anadia;Anadia
2700300;Arapiraca;Arapiraca
2700409;Atalaia;Atalaia
2700508;Barra de Santo Antônio;Barra de Santo Antonio
2700607;Barra de São Miguel;Barra de Sao Miguel
2700706;Batalha;Batalha
2700805;Belém;Belem
2700904;Belo Monte;Belo Monte
2701001;Boca da Mata;Boca da Mata
2701100;Branquinha;Branquinha
2701209;Cacimbinhas;Cacimbinhas
2701308;Cajueiro;Cajueiro
2701357;Campestre;Campestre
2701407;Campo Alegre;Campo Alegre
2701506;Campo Grande;Campo Grande
2701605;Canapi;Canapi
2701704;Capela;Capela
2701803;Carneiros;Carneiros
2701902;Chã Preta;Cha Preta
2702009;Coité do Nóia;Coite do Noia
2702108;Colônia Leopoldina;Colonia Leopoldina
2702207;Coqueiro Seco;Coqueiro Seco
2702306;Coruripe;Coruripe
2702355;Craíbas;Craibas
2702405;Delmiro Gouveia;Delmiro Gouveia
2702504;Dois Riachos;Dois Riachos
2702553;Estrela de Alagoas;Estrela de Alagoas
2702603;Feira Grande;Feira Grande
2702702;Feliz Deserto;Feliz Deserto
2702801;Flexeiras;Flexeiras
2702900;Girau do Ponciano;Girau do Ponciano
2703007;Ibateguara;Ibateguara
2703106;Igaci;Igaci
2703205;Igreja Nova;Igreja Nova
2703304;Inhapi;Inhapi
2703403;Jacaré dos Homens;Jacare dos Homens
2703502;Jacuípe;Jacuipe
2703601;Japaratinga;Japaratinga
2703700;Jaramataia;Jaramataia
2703759;Jequiá da Praia;Jequia da Praia
2703809;Joaquim Gomes;Joaquim Gomes
2703908;Jundiá;Jundia
2704005;Junqueiro;Junqueiro
2704104;Lagoa da Canoa;Lagoa da Canoa
2704203;Limoeiro de Anadia;Limoeiro de Anadia
2704302;Maceió;Maceio
2704401;Major Isidoro;Major Isidoro
2704906;Mar Vermelho;Mar Vermelho
2704500;Maragogi;Maragogi
2704609;Maravilha;Maravilha
2704708;Marechal Deodoro;Marechal Deodoro
2704807;Maribondo;Maribondo
2705002;Mata Grande;Mata Grande
2705101;Matriz de Camaragibe;Matriz de Camaragibe
2705200;Messias;Messias
2705309;Minador do Negrão;Minador do Negrao
2705408;Monteirópolis;Monteiropolis
2705507;Murici;Murici
2705606;Novo Lino;Novo Lino
2705705;Olho d'Água das Flores;Olho d'Agua das Flores
2705804;Olho d'Água do Casado;Olho d'Agua do Casado
2705903;Olho d'Água Grande;Olho d'Agua Grande
2706000;Olivença;Olivenca
2706109;Ouro Branco;Ouro Branco
2706208;Palestina;Palestina
2706307;Palmeira dos Índios;Palmeira dos Indios
2706406;Pão de Açúcar;Pao de Acucar
2706422;Pariconha;Pariconha
2706448;Paripueira;Paripueira
2706505;Passo de Camaragibe;Passo de Camaragibe
2706604;Paulo Jacinto;Paulo Jacinto
2706703;Penedo;Penedo
2706802;Piaçabuçu;Piacabucu
2706901;Pilar;Pilar
2707008;Pindoba;Pindoba
2707107;Piranhas;Piranhas
2707206;Poço das Trincheiras;Poco das Trincheiras
2707305;Porto Calvo;Porto Calvo
2707404;Porto de Pedras;Porto de Pedras
2707503;Porto Real do Colégio;Porto Real do Colegio
2707602;Quebrangulo;Quebrangulo
2707701;Rio Largo;Rio Largo
2707800;Roteiro;Roteiro
2707909;Santa Luzia do Norte;Santa Luzia do Norte
2708006;Santana do Ipanema;Santana do Ipanema
2708105;Santana do Mundaú;Santana do Mundau
2708204;São Brás;Sao Bras
2708303;São José da Laje;Sao Jose da Laje
2708402;São José da Tapera;Sao Jose da Tapera
2708501;São Luís do Quitunde;Sao Luis do Quitunde
2708600;São Miguel dos Campos;Sao Miguel dos Campos
2708709;São Miguel dos Milagres;Sao Miguel dos Milagres
2708808;São Sebastião;Sao Sebastiao
2708907;Satuba;Satuba
2708956;Senador Rui Palmeira;Senador Rui Palmeira
2709004;Tanque d'Arca;Tanque d'Arca
2709103;Taquarana;Taquarana
2709152;Teotônio Vilela;Teotonio Vilela
2709202;Traipu;Traipu
2709301;União dos Palmares;Uniao dos Palmares
2709400;Viçosa;Vicosa
2800100;Amparo de São Francisco;Amparo de Sao Francisco
2800209;Aquidabã;Aquidaba
2800308;Aracaju;Aracaju
2800407;Arauá;Araua
2800506;Areia Branca;Areia Branca
2800605;Barra dos Coqueiros;Barra dos Coqueiros
2800670;Boquim;Boquim
2800704;Brejo Grande;Brejo Grande
2801009;Campo do Brito;Campo do Brito
2801108;Canhoba;Canhoba
2801207;Canindé de São Francisco;Caninde de Sao Francisco
2801306;Capela;Capela
2801405;Carira;Carira
2801504;Carmópolis;Carmopolis
2801603;Cedro de São João;Cedro de Sao Joao
2801702;Cristinápolis;Cristinapolis
2801900;Cumbe;Cumbe
2802007;Divina Pastora;Divina Pastora
2802106;Estância;Estancia
2802205;Feira Nova;Feira Nova
2802304;Frei Paulo;Frei Paulo
2802403;Gararu;Gararu
2802502;General Maynard;General Maynard
2802601;Gracho Cardoso;Gracho Cardoso
2802700;Ilha das Flores;Ilha das Flores
2802809;Indiaroba;Indiaroba
2802908;Itabaiana;Itabaiana
2803005;Itabaianinha;Itabaianinha
2803104;Itabi;Itabi
2803203;Itaporanga d'Ajuda;Itaporanga d'Ajuda
2803302;Japaratuba;Japaratuba
2803401;Japoatã;Japoata
2803500;Lagarto;Lagarto
2803609;Laranjeiras;Laranjeiras
2803708;Macambira;Macambira
2803807;Malhada dos Bois;Malhada dos Bois
2803906;Malhador;Malhador
2804003;Maruim;Maruim
2804102;Moita Bonita;Moita Bonita
2804201;Monte Alegre de Sergipe;Monte Alegre de Sergipe
2804300;Muribeca;Muribeca
2804409;Neópolis;Neopolis
2804458;Nossa Senhora Aparecida;Nossa Senhora Aparecida
2804508;Nossa Senhora da Glória;Nossa Senhora da Gloria
2804607;Nossa Senhora das Dores;Nossa Senhora das Dores
2804706;Nossa Senhora de Lourdes;Nossa Senhora de Lourdes
2804805;Nossa Senhora do Socorro;Nossa Senhora do Socorro
2804904;Pacatuba;Pacatuba
2805000;Pedra Mole;Pedra Mole
2805109;Pedrinhas;Pedrinhas
2805208;Pinhão;Pinhao
2805307;Pirambu;Pirambu
2805406;Poço Redondo;Poco Redondo
2805505;Poço Verde;Poco Verde
2805604;Porto da Folha;Porto da Folha
2805703;Propriá;Propria
2805802;Riachão do Dantas;Riachao do Dantas
2805901;Riachuelo;Riachuelo
2806008;Ribeirópolis;Ribeiropolis
2806107;Rosário do Catete;Rosario do Catete
2806206;Salgado;Salgado
2806305;Santa Luzia do Itanhy;Santa Luzia do Itanhy
2806503;Santa Rosa de Lima;Santa Rosa de Lima
2806404;Santana do São Francisco;Santana do Sao Francisco
2806602;Santo Amaro das Brotas;Santo Amaro das Brotas
2806701;São Cristóvão;Sao Cristovao
2806800;São Domingos;Sao Domingos
2806909;São Francisco;Sao Francisco
2807006;São Miguel do Aleixo;Sao Miguel do Aleixo
2807105;Simão Dias;Simao Dias
2807204;Siriri;Siriri
2807303;Telha;Telha
2807402;Tobias Barreto;Tobias Barreto
2807501;Tomar do Geru;Tomar do Geru
2807600;Umbaúba;Umbauba
2900108;Abaíra;Abaira
2900207;Abaré;Abare
2900306;Acajutiba;Acajutiba
2900355;Adustina;Adustina
2900405;Água Fria;Agua Fria
2900603;Aiquara;Aiquara
2900702;Alagoinhas;Alagoinhas
2900801;Alcobaça;Alcobaca
2900900;Almadina;Almadina
2901007;Amargosa;Amargosa
2901106;Amélia Rodrigues;Amelia Rodrigues
2901155;América Dourada;America Dourada
2901205;Anagé;Anage
2901304;Andaraí;Andarai
2901353;Andorinha;Andorinha
2901403;Angical;Angical
2901502;Anguera;Anguera
2901601;Antas;Antas
2901700;Antônio Cardoso;Antonio Cardoso
2901809;Antônio Gonçalves;Antonio Goncalves
2901908;Aporá;Apora
2901957;Apuarema;Apuarema
2902054;Araçás;Aracas
2902005;Aracatu;Aracatu
2902104;Araci;Araci
2902203;Aramari;Aramari
2902252;Arataca;Arataca
2902302;Aratuípe;Aratuipe
2902401;Aurelino Leal;Aurelino Leal
2902500;Baianópolis;Baianopolis
2902609;Baixa Grande;Baixa Grande
2902658;Banzaê;Banzae
2902708;Barra;Barra
2902807;Barra da Estiva;Barra da Estiva
2902906;Barra do Choça;Barra do Choca
2903003;Barra do Mendes;Barra do Mendes
2903102;Barra do Rocha;Barra do Rocha
2903201;Barreiras;Barreiras
2903235;Barro Alto;Barro Alto
2903300;Barro Preto;Barro Preto
2903276;Barrocas;Barrocas
2903409;Belmonte;Belmonte
2903508;Belo Campo;Belo Campo
2903607;Biritinga;Biritinga
2903706;Boa Nova;Boa Nova
2903805;Boa Vista do Tupim;Boa Vista do Tupim
2903904;Bom Jesus da Lapa;Bom Jesus da Lapa
2903953;Bom Jesus da Serra;Bom Jesus da Serra
2904001;Boninal;Boninal
2904050;Bonito;Bonito
2904100;Boquira;Boquira
2904209;Botuporã;Botupora
2904308;Brejões;Brejoes
2904407;Brejolândia;Brejolandia
2904506;Brotas de Macaúbas;Brotas de Macaubas
2904605;Brumado;Brumado
2904704;Buerarema;Buerarema
2904753;Buritirama;Buritirama
2904803;Caatiba;Caatiba
2904852;Cabaceiras do Paraguaçu;Cabaceiras do Paraguacu
2904902;Cachoeira;Cachoeira
2905008;Caculé;Cacule
2905107;Caém;Caem
2905156;Caetanos;Caetanos
2905206;Caetité;Caetite
2905305;Cafarnaum;Cafarnaum
2905404;Cairu;Cairu
2905503;Caldeirão Grande;Caldeirao Grande
2905602;Camacan;Camacan
2905701;Camaçari;Camacari
2905800;Camamu;Camamu
2905909;Campo Alegre de Lourdes;Campo Alegre de Lourdes
2906006;Campo Formoso;Campo Formoso
2906105;Canápolis;Canapolis
2906204;Canarana;Canarana
2906303;Canavieiras;Canavieiras
2906402;Candeal;Candeal
2906501;Candeias;Candeias
2906600;Candiba;Candiba
2906709;Cândido Sales;Candido Sales
2906808;Cansanção;Cansancao
2906824;Canudos;Canudos
2906857;Capela do Alto Alegre;Capela do Alto Alegre
2906873;Capim Grosso;Capim Grosso
2906899;Caraíbas;Caraibas
2906907;Caravelas;Caravelas
2907004;Cardeal da Silva;Cardeal da Silva
2907103;Carinhanha;Carinhanha
2907202;Casa Nova;Casa Nova
2907301;Castro Alves;Castro Alves
2907400;Catolândia;Catolandia
2907509;Catu;Catu
2907558;Caturama;Caturama
2907608;Central;Central
2907707;Chorrochó;Chorrocho
2907806;Cícero Dantas;Cicero Dantas
2907905;Cipó;Cipo
2908002;Coaraci;Coaraci
2908101;Cocos;Cocos
2908200;Conceição da Feira;Conceicao da Feira
2908309;Conceição do Almeida;Conceicao do Almeida
2908408;Conceição do Coité;Conceicao do Coite
2908507;Conceição do Jacuípe;Conceicao do Jacuipe
2908606;Conde;Conde
2908705;Condeúba;Condeuba
2908804;Contendas do Sincorá;Contendas do Sincora
2908903;Coração de Maria;Coracao de Maria
2909000;Cordeiros;Cordeiros
2909109;Coribe;Coribe
2909208;Coronel João Sá;Coronel Joao Sa
2909307;Correntina;Correntina
2909406;Cotegipe;Cotegipe
2909505;Cravolândia;Cravolandia
2909604;Crisópolis;Crisopolis
2909703;Cristópolis;Cristopolis
2909802;Cruz das Almas;Cruz das Almas
2909901;Curaçá;Curaca
2910008;Dário Meira;Dario Meira
2910057;Dias d'Ávila;Dias d'Avila
2910107;Dom Basílio;Dom Basilio
2910206;Dom Macedo Costa;Dom Macedo Costa
2910305;Elísio Medrado;Elisio Medrado
2910404;Encruzilhada;Encruzilhada
2910503;Entre Rios;Entre Rios
2900504;Érico Cardoso;Erico Cardoso
2910602;Esplanada;Esplanada
2910701;Euclides da Cunha;Euclides da Cunha
2910727;Eunápolis;Eunapolis
2910750;Fátima;Fatima
2910776;Feira da Mata;Feira da Mata
2910800;Feira de Santana;Feira de Santana
2910859;Filadélfia;Filadelfia
2910909;Firmino Alves;Firmino Alves
2911006;Floresta Azul;Floresta Azul
2911105;Formosa do Rio Preto;Formosa do Rio Preto
2911204;Gandu;Gandu
2911253;Gavião;Gaviao
2911303;Gentio do Ouro;Gentio do Ouro
2911402;Glória;Gloria
2911501;Gongogi;Gongogi
2911600;Governador Mangabeira;Governador Mangabeira
2911659;Guajeru;Guajeru
2911709;Guanambi;Guanambi
2911808;Guaratinga;Guaratinga
2911857;Heliópolis;Heliopolis
2911907;Iaçu;Iacu
2912004;Ibiassucê;Ibiassuce
2912103;Ibicaraí;Ibicarai
2912202;Ibicoara;Ibicoara
2912301;Ibicuí;Ibicui
2912400;Ibipeba;Ibipeba
2912509;Ibipitanga;Ibipitanga
2912608;Ibiquera;Ibiquera
2912707;Ibirapitanga;Ibirapitanga
2912806;Ibirapuã;Ibirapua
2912905;Ibirataia;Ibirataia
2913002;Ibitiara;Ibitiara
2913101;Ibititá;Ibitita
2913200;Ibotirama;Ibotirama
2913309;Ichu;Ichu
2913408;Igaporã;Igapora
2913457;Igrapiúna;Igrapiuna
2913507;Iguaí;Iguai
2913606;Ilhéus;Ilheus
2913705;Inhambupe;Inhambupe
2913804;Ipecaetá;Ipecaeta
2913903;Ipiaú;Ipiau
2914000;Ipirá;Ipira
2914109;Ipupiara;Ipupiara
2914208;Irajuba;Irajuba
2914307;Iramaia;Iramaia
2914406;Iraquara;Iraquara
2914505;Irará;Irara
2914604;Irecê;Irece
2914653;Itabela;Itabela
2914703;Itaberaba;Itaberaba
2914802;Itabuna;Itabuna
2914901;Itacaré;Itacare
2915007;Itaeté;Itaete
2915106;Itagi;Itagi
2915205;Itagibá;Itagiba
2915304;Itagimirim;Itagimirim
2915353;Itaguaçu da Bahia;Itaguacu da Bahia
2915403;Itaju do Colônia;Itaju do Colonia
2915502;Itajuípe;Itajuipe
2915601;Itamaraju;Itamaraju
2915700;Itamari;Itamari
2915809;Itambé;Itambe
2915908;Itanagra;Itanagra
2916005;Itanhém;Itanhem
2916104;Itaparica;Itaparica
2916203;Itapé;Itape
2916302;Itapebi;Itapebi
2916401;Itapetinga;Itapetinga
2916500;Itapicuru;Itapicuru
2916609;Itapitanga;Itapitanga
2916708;Itaquara;Itaquara
2916807;Itarantim;Itarantim
2916856;Itatim;Itatim
2916906;Itiruçu;Itirucu
2917003;Itiúba;Itiuba
2917102;Itororó;Itororo
2917201;Ituaçu;Ituacu
2917300;Ituberá;Itubera
2917334;Iuiu;Iuiu
2917359;Jaborandi;Jaborandi
2917409;Jacaraci;Jacaraci
2917508;Jacobina;Jacobina
2917607;Jaguaquara;Jaguaquara
2917706;Jaguarari;Jaguarari
2917805;Jaguaripe;Jaguaripe
2917904;Jandaíra;Jandaira
2918001;Jequié;Jequie
2918100;Jeremoabo;Jeremoabo
2918209;Jiquiriçá;Jiquirica
2918308;Jitaúna;Jitauna
2918357;João Dourado;Joao Dourado
2918407;Juazeiro;Juazeiro
2918456;Jucuruçu;Jucurucu
2918506;Jussara;Jussara
2918555;Jussari;Jussari
2918605;Jussiape;Jussiape
2918704;Lafaiete Coutinho;Lafaiete Coutinho
2918753;Lagoa Real;Lagoa Real
2918803;Laje;Laje
2918902;Lajedão;Lajedao
2919009;Lajedinho;Lajedinho
2919058;Lajedo do Tabocal;Lajedo do Tabocal
2919108;Lamarão;Lamarao
2919157;Lapão;Lapao
2919207;Lauro de Freitas;Lauro de Freitas
2919306;Lençóis;Lencois
2919405;Licínio de Almeida;Licinio de Almeida
2919504;Livramento de Nossa Senhora;Livramento de Nossa Senhora
2919553;Luís Eduardo Magalhães;Luis Eduardo Magalhaes
2919603;Macajuba;Macajuba
2919702;Macarani;Macarani
2919801;Macaúbas;Macaubas
2919900;Macururé;Macurure
2919926;Madre de Deus;Madre de Deus
2919959;Maetinga;Maetinga
2920007;Maiquinique;Maiquinique
2920106;Mairi;Mairi
2920205;Malhada;Malhada
2920304;Malhada de Pedras;Malhada de Pedras
2920403;Manoel Vitorino;Manoel Vitorino
2920452;Mansidão;Mansidao
2920502;Maracás;Maracas
2920601;Maragogipe;Maragogipe
2920700;Maraú;Marau
